timestamp|did|unr-file-name|unr-title|unr-desc|creator|date-inst|site-name|site-address|lat-lon|sign-manf|sign-owner|lit-unlit|time-day|subj-fast|print-pub|rights|format|dcmi|prov|proj-name|unr-cit|corr-guide|dig-pub|contrib|int-ext|rights-owner|date-img|BLANK28
"7/16/2021 19:43"|NNN000723|"DSC_0361.Trip2.JPG; DSC_0362.Trip2.JPG"|"Rail City Casino double mounted sign, Sparks, Nevada"|"<p>View of the double mounted sign for Rail City Casino in Sparks during the day with unlit neon.</p>"|"Durham, Will"|XXXX||"2121 Victorian Ave, Sparks, NV 89431"|"39.534924, -119.7725573"|||lit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Casinos -- http://id.worldcat.org/fast/848246"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2020
|NNN000723-001|||||||||||||||||||||||||||
|NNN000723-002|||||||||||||||||||||||||||
"7/16/2021 20:11"|NNN000724|"DSC_0363.Trip2.JPG; DSC_0364.Trip2.JPG; DSC_0367.Trip2.JPG"|"Rail City Casino wall mounted sign, Sparks, Nevada"|"<p>View of a wall mounted sign for the Rail City Casino during the day with unlit neon.</p>"|"Durham, Will"|XXXX||"2121 Victorian Ave, Sparks, NV 89431"|"39.534924, -119.7725573"|||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Casinos -- http://id.worldcat.org/fast/848246"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2020
|NNN000724-001|||||||||||||||||||||||||||
|NNN000724-002|||||||||||||||||||||||||||
|NNN000724-003|||||||||||||||||||||||||||
"7/16/2021 20:26"|NNN000725|"DSC_0365.Trip2.JPG; DSC_0366.Trip2.JPG"|"Rail City Casino wall mounted sign, Sparks, Nevada"|"<p>View of a wall mounted sign for Rail City Casino during the day with unlit neon.</p>"|"Durham, Will"|XXXX||"2121 Victorian Ave, Sparks, NV 89431"|"39.534924, -119.7725573"|||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Casinos -- http://id.worldcat.org/fast/848246"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2020
|NNN000725-001|||||||||||||||||||||||||||
|NNN000725-002|||||||||||||||||||||||||||
"7/16/2021 20:31"|NNN000726|"DSC_0368.Trip2.JPG; DSC_0369.Trip2.JPG"|"Rail City Casino mounted sign, Sparks, Nevada"|"<p>View of the mounted sign directing people to the parking area for the Rail City Casino during the day with unlit neon.</p>"|"Durham, Will"|XXXX||"2121 Victorian Ave, Sparks, NV 89431"|"39.534924, -119.7725573"|||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Casinos -- http://id.worldcat.org/fast/848246"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2020
|NNN000726-001|||||||||||||||||||||||||||
|NNN000726-002|||||||||||||||||||||||||||
"7/16/2021 20:35"|NNN000727|"DSC_0527.Trip2.JPG; DSC_0420.Trip2.JPG; DSC_0421.Trip2.JPG"|"Sands Regency roof mounted sign, Reno, Nevada"|"<p>The roof mounted sign for the Sands Regency during the day with unlit neon.</p>"|"Durham, Will"|XXXX||"345 N Arlington Ave, Reno, NV 89501"|"39.5279474, -119.8189807"|||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Casinos -- http://id.worldcat.org/fast/848246, Hotels -- http://id.worldcat.org/fast/961767"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
|NNN000727-001|||||||||||||||||||||||||||
|NNN000727-002|||||||||||||||||||||||||||
|NNN000727-003|||||||||||||||||||||||||||
"7/16/2021 20:41"|NNN000728|"DSC_0272.Trip2.JPG; DSC_0273.Trip2.JPG; DSC_0274.Trip2.JPG"|"Red Light Cabaret roof and flag mounted signs, Carson City, Nevada"|"<p>View of the roof and flag mounted signs for the Red Light Cabaret during the day with unlit neon.</p>"|"Durham, Will"|XXXX||"45 Kit Kat Dr, Mound House, NV 89706"|"39.2095361, -119.6639274"|||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
|NNN000728-001|||||||||||||||||||||||||||
|NNN000728-002|||||||||||||||||||||||||||
|NNN000728-003|||||||||||||||||||||||||||
"7/16/2021 20:52"|NNN000729|"DSC_0979.Trip2.JPG; DSC_0980.Trip2.JPG; DSC_0981.Trip2.JPG"|"Red Lion Casino wall mounted signs, Elko, Nevada"|"<p>View of the wall mounted signs above the portico for the Red Lion in Elko.</p>"|"Durham, Will"|XXXX||"2065 Idaho St, Elko, NV 89801"|"40.8501932, -115.7469796"|||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Casinos -- http://id.worldcat.org/fast/848246, Hotels -- http://id.worldcat.org/fast/961767"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
|NNN000729-001|||||||||||||||||||||||||||
|NNN000729-002|||||||||||||||||||||||||||
|NNN000729-003|||||||||||||||||||||||||||
"7/16/2021 20:59"|NNN000730|"DSC_0733.Trip2.JPG; DSC_0734.Trip2.JPG"|"Regency Inn flag mounted sign, Winnemucca, Nevada"|"<p>The flag mounted sign for the Regency Inn during the day with unlit neon.</p>"|"Durham, Will"|XXXX||"705 NV-289, Winnemucca, NV 89445"|"40.9682056, -117.7412315"|||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
|NNN000730-001|||||||||||||||||||||||||||
|NNN000730-002|||||||||||||||||||||||||||
"7/16/2021 21:04"|NNN000731|"DSC_0478.Trip2.JPG; DSC_0479.Trip2.JPG; DSC_0480.Trip2.JPG"|"Reno 8 Motel flag mounted sign, Reno, Nevada"|"<p>The glad mounted sign for the Reno 8 Motel during the day with unlit neon.</p>"|"Durham, Will"|XXXX||"113 E 4th St, Reno, NV 89512"|"39.5301858, -119.8127576"|||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
|NNN000731-001|||||||||||||||||||||||||||
|NNN000731-002|||||||||||||||||||||||||||
|NNN000731-003|||||||||||||||||||||||||||
"7/16/2021 21:28"|NNN000732|"DSC_0077.Trip2.JPG; DSC_0078.Trip2.JPG; DSC_0079.Trip2.JPG; DSC_0080.Trip2.JPG; DSC_0081.Trip2.JPG"|"Reno Royal Motor Lodge flag mounted sign, Reno, Nevada"|"<p>The flag mounted sign for the Reno Royal Motor Lodge during the day with unlit neon, including views of the office sign.</p>"|"Durham, Will"|XXXX||"350 West St, Reno, NV 89501"|"39.5288201, -119.8162623"|||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
|NNN000732-001|||||||||||||||||||||||||||
|NNN000732-002|||||||||||||||||||||||||||
|NNN000732-003|||||||||||||||||||||||||||
|NNN000732-004|||||||||||||||||||||||||||
|NNN000732-005|||||||||||||||||||||||||||
"7/16/2021 21:33"|NNN000733|"DSC_0343.Trip2.JPG; DSC_0344.Trip2.JPG"|"Restwell Court mounted sign, Reno, Nevada"|"<p>View of the defunct sign for the Restwell Court in Reno with the neon removed.</p>"|"Durham, Will"|XXXX||||||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
|NNN000733-001|||||||||||||||||||||||||||
|NNN000733-002|||||||||||||||||||||||||||
"7/16/2021 21:57"|NNN000734|"DSC_0560.Trip2.JPG; DSC_0564.Trip2.JPG; DSC_0727.Trip2.JPG"|"Ridley's Family Markets wall mounted sign, Winnemucca, Nevada"|"Views of a wall mounted sign for Ridley's Family Markets during the day with unlit neon and at night with lit neon."|"Durham, Will"|XXXX||"1125 W Winnemucca Blvd, Winnemucca, NV 89445"|"40.9645589, -117.7419188"|||"lit, unlit"|"day, night"|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
"7/17/2021 18:05"|NNN000735|"DSC_0117.Trip2.JPG; DSC_0118.Trip2.JPG"|"River West Resort wall mounted signs, Reno, Nevada"|"<p>View of the wall mounted signs for the River West Resort during the day with unlit neon.</p>"|"Durham, Will"|XXXX||"1300 W 2nd St, Reno, NV 89503"|"39.5234323, -119.8306864"|||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
|NNN000735-001|||||||||||||||||||||||||||
|NNN000735-002|||||||||||||||||||||||||||
"7/17/2021 18:23"|NNN000736|"DSC_0382.Trip2.JPG; DSC_0383.Trip2.JPG"|"Russ's Auto & RV Sales flag mounted sign, Reno, Nevada"|"<p>View of the flag mounted sign for Russ's Auto & RV sales during the day.</p>"|"Durham, Will"|XXXX||"2048 Victorian Ave, Sparks, NV 89431"|"39.5356647, -119.7710547"|||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
|NNN000736-001|||||||||||||||||||||||||||
|NNN000736-002|||||||||||||||||||||||||||
"7/17/2021 18:34"|NNN000737|"DSC_0464.Trip2.JPG; DSC_0465.Trip2.JPG"|"Safari Nails wall mounted sign, Sparks, Nevada"|"<p>View of the wall mounted sign for Safari Nails at night with lit neon.</p>"|"Durham, Will"|XXXX||||||lit|night|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Salon -- http://id.worldcat.org/fast/1104198"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
|NNN000737-001|||||||||||||||||||||||||||
|NNN000737-002|||||||||||||||||||||||||||
"7/17/2021 18:43"|NNN000738|"DSC_0258.Trip2.JPG; DSC_0259.Trip2.JPG"|"Sagebrush Ranch mounted sign, Carson City, Nevada"|"<p>The mounted sign for the Sagebrush Ranch during the day with unlit neon.</p>"|"Durham, Will"|1993||"51 Kit Kat Dr, Carson City, NV 89706"|"39.2089076, -119.664277"|||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Brothels -- http://id.worldcat.org/fast/1765181"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
|NNN000738-001|||||||||||||||||||||||||||
|NNN000738-002|||||||||||||||||||||||||||
"7/17/2021 18:47"|NNN000739|"DSC_0260.Trip2.JPG; DSC_0261.Trip2.JPG; DSC_0263.Trip2.JPG"|"Sagebrush Ranch roof and wall mounted signs, Carson City, Nevada"|"<p>The roof and wall mounted signs for the Sagebrush Ranch during the day with lit neon.</p>"|"Durham, Will"|1993||"51 Kit Kat Dr, Carson City, NV 89706"|"39.2089076, -119.664277"|||lit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Brothels -- http://id.worldcat.org/fast/1765181"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
|NNN000739-001|||||||||||||||||||||||||||
|NNN000739-002|||||||||||||||||||||||||||
|NNN000739-003|||||||||||||||||||||||||||
"7/17/2021 19:01"|NNN000740|"DSC_0328.Trip2.JPG; DSC_0329.Trip2.JPG; DSC_0330.Trip2.JPG; DSC_0335.Trip2.JPG"|"Sandman Motel mounted sign, Reno, Nevada"|"<p>The mounted sign for the Sandman Motel during the day with unlit neon.</p>"|"Durham, Will"|XXXX||"1755 E 4th St, Reno, NV 89512"|"39.5341169, -119.7913219"|||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2020
|NNN000740-001|||||||||||||||||||||||||||
|NNN000740-002|||||||||||||||||||||||||||
|NNN000740-003|||||||||||||||||||||||||||
|NNN000740-004|||||||||||||||||||||||||||
"7/17/2021 19:06"|NNN000741|"DSC_0331.Trip2.JPG; DSC_0332.Trip2.JPG; DSC_0333.Trip2.JPG; DSC_0334.Trip2.JPG"|"Sandman Motel wall mounted signs, Reno, Nevada"|"<p>Views of the wall mounted office and vacancy signs for the Sandman Motel during the day.</p>"|"Durham, Will"|XXXX||"1755 E 4th St, Reno, NV 89512"|"39.5341169, -119.7913219"|||"lit, unlit"|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2020
|NNN000741-001|||||||||||||||||||||||||||
|NNN000741-002|||||||||||||||||||||||||||
|NNN000741-003|||||||||||||||||||||||||||
|NNN000741-004|||||||||||||||||||||||||||
"7/17/2021 19:12"|NNN000742|"DSC_0457.Trip2.JPG; DSC_0456.trip2.JPG"|"Sawasdee Thai Restaurant wall mounted sign, Sparks, Nevada"|"<p>View of the wall mounted signs for the Sawasdee Thai Restaurant at night with lit neon.</p>"|"Durham, Will"|XXXX|"Sawasdee Thai"|"2855 N McCarran Blvd, Sparks, NV 89431"|"39.5552506, -119.7535886"|||lit|night|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Restaurant -- http://id.worldcat.org/fast/1095907"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
|NNN000742-001|||||||||||||||||||||||||||
|NNN000742-002|||||||||||||||||||||||||||
"7/17/2021 19:42"|NNN000743|"DSC_0593.Trip2.JPG; DSC_0594.Trip2.JPG; DSC_0673.Trip2.JPG; DSC_0425.Trip4.JPG"|"Scott Shady Court Motel mounted sign, Winnemucca, Nevada"|"<p>Views of the Scott Shady Court Motel mounted sign during the day and at night.</p>"|"Durham, Will"|XXXX|"Scott Shady Court"|"400 W 1st St, Winnemucca, NV 89445"|"40.9723662, -117.7411628"|||"lit, unlit"|"day, night"|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
|NNN000743-001|||||||||||||||||||||||||||
|NNN000743-002|||||||||||||||||||||||||||
|NNN000743-003|||||||||||||||||||||||||||
|NNN000743-004|||||||||||||||||||||||||||
"7/17/2021 19:53"|NNN000744|"DSC_0595.Trip2.JPG; DSC_0667.Trip2.JPG; DSC_0668.Trip2.JPG; DSC_0669.Trip2.JPG; DSC_0670.Trip2.JPG; DSC_0683.Trip2.JPG; DSC_0426.Trip4.JPG"|"Scott Shady Court Motel double mounted sign, Winnemucca, Nevada"|"<p>View of the double mounted signs for the Scott Shady Court Motel during the day and at night.</p>"|"Durham, Will"|XXXX|"Scott Shady Court Motel"|"400 W 1st St, Winnemucca, NV 89445"|"40.9723662, -117.7411628"|||"lit, unlit"|"day, night"|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
|NNN000744-001|||||||||||||||||||||||||||
|NNN000744-002|||||||||||||||||||||||||||
|NNN000744-003|||||||||||||||||||||||||||
|NNN000744-004|||||||||||||||||||||||||||
|NNN000744-005|||||||||||||||||||||||||||
|NNN000744-006|||||||||||||||||||||||||||
|NNN000744-007|||||||||||||||||||||||||||
"7/17/2021 19:55"|NNN000745|"DSC_0675.Trip2.JPG; DSC_0678.Trip2.JPG; DSC_0422.Trip4.JPG"|"Scott Shady Court Motel roof mounted sign, Winnemucca, Nevada"|"<p>View of the Scott Shady Court Motel roof mounted sign during the day.</p>"|"Durham, Will"|XXXX|"Scott Shady Court Motel"|"400 W 1st St, Winnemucca, NV 89445"|"40.9723662, -117.7411628"|||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
|NNN000745-001|||||||||||||||||||||||||||
|NNN000745-002|||||||||||||||||||||||||||
|NNN000745-003|||||||||||||||||||||||||||
"7/17/2021 19:59"|NNN000746|"DSC_0680.Trip2.JPG; DSC_0681.Trip2.JPG"|"Scott Shady Court Motel wall mounted office sign, Winnemucca, Nevada"|"<p>View of the office sign for the Scott Shady Court Motel during the day.</p>"|"Durham, Will"|XXXX|"Scott Shady Court Motel"|"400 W 1st St, Winnemucca, NV 89445"|"40.9723662, -117.7411628"|||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
|NNN000746-001|||||||||||||||||||||||||||
|NNN000746-002|||||||||||||||||||||||||||
"7/19/2021 11:31"|NNN000747|"DSC_0110.Trip2.JPG; DSC_0111.Trip2.JPG; DSC_0112.Trip2.JPG"|"Shifters Bar flag mounted wall sign, Reno, Nevada"|"<p>The flag mounted wall sign for Shifters during the day with unlit neon. The pub is a part of the Midtown Motel.</p>"|"Durham, Will"|XXXX|Shifters|"601 W 2nd St, Reno, NV 89503"|"39.5254982, -119.8213247"|||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838, Bars (Drinking establishments) -- http://id.worldcat.org/fast/827779"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2020
|NNN000747-001|||||||||||||||||||||||||||
|NNN000747-002|||||||||||||||||||||||||||
|NNN000747-003|||||||||||||||||||||||||||
