timestamp|did|unr-file-name|unr-title|unr-desc|creator|date-inst|site-name|site-address|lat-lon|sign-manf|sign-owner|lit-unlit|time-day|subj-fast|print-pub|rights|format|dcmi|prov|proj-name|unr-cit|corr-guide|dig-pub|contrib|int-ext|rights-owner|date-img|BLANK28
"7/19/2021 11:41"|NNN000748|"DSC_0466.Trip2.JPG; DSC_0467.Trip2.JPG"|"Shine Salon wall mounted sign, Sparks, Nevada"|"<p>View of the wall mounted sign for the Shine Salon at night with lit neon.</p>"|"Durham, Will"|2007|"Shine Salon"|"2855 N McCarran Blvd Suite 102, Sparks, NV 89431"|"39.5549738, -119.7535297"|||lit|night|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Salon -- http://id.worldcat.org/fast/1104198"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2020
|NNN000748-001|||||||||||||||||||||||||||
|NNN000748-002|||||||||||||||||||||||||||
"7/19/2021 12:00"|NNN000749|"DSC_0804.Trip2.JPG; DSC_0805.Trip2.JPG; DSC_0810.Trip2.JPG"|"Silver Dollar Club wall mounted signs, Elko, Nevada"|"<p>View of the Silver Dollar Club in the evening with unlit neon. The business closed in early 2020.</p>"|"Durham, Will"|1933|"Silver Dollar"|"400 Commercial St, Elko, NV 89801"|"40.8309244, -115.7623965"|||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Bars (Drinking establishments) -- http://id.worldcat.org/fast/827779"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2020
|NNN000749-001|||||||||||||||||||||||||||
|NNN000749-002|||||||||||||||||||||||||||
|NNN000749-003|||||||||||||||||||||||||||
"7/19/2021 12:07"|NNN000750|"DSC_0447.Trip2.JPG; DSC_0448.Trip2.JPG; DSC_0449.Trip2.JPG"|"Silver Dollar Motor Lodge flag mounted sign, Reno Nevada"|"<p>View of the flag mounted sign for the Silver Dollar Motor Lodge during the day with unlit neon, including a view of the painted sign above the office.</p>"|"Durham, Will"|XXXX|"Silver Dollar Motor Lodge"|"817 N Virginia St, Reno, NV 89501"|"39.5352121, -119.8161383"|||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
|NNN000750-001|||||||||||||||||||||||||||
|NNN000750-002|||||||||||||||||||||||||||
|NNN000750-003|||||||||||||||||||||||||||
"7/19/2021 12:20"|NNN000751|"DSC_0233.Trip2.JPG; DSC_0234.Trip2.JPG; DSC_0235.Trip2.JPG; DSC_0236.Trip2.JPG"|"Silver Queen Inn mounted sign, Carson City, Nevada"|"<p>Views of the mounted sign for the Silver Queen Inn during the day with unlit neon. The business is permanently closed.</p>"|"Durham, Will"|XXXX|"Silver Queen Inn"|"201 W Caroline St, Carson City, NV 89703"|"39.1676341, -119.7680733"|||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
|NNN000751-001|||||||||||||||||||||||||||
|NNN000751-002|||||||||||||||||||||||||||
|NNN000751-003|||||||||||||||||||||||||||
|NNN000751-004|||||||||||||||||||||||||||
"7/19/2021 12:37"|NNN000752|"DSC_0460.Trip2.JPG; DSC_0459.Trip2.JPG"|"SK Noodle wall mounted sign, Sparks, Nevada"|"<p>The wall mounted sign for SK Noodle in Sparks with lit neon at night.</p>"|"Durham, Will"|XXXX|"SK Noodle"|"2955 N McCarran Blvd Suite 104, Sparks, NV 89431"|"39.5552572, -119.7548868"|||lit|night|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Restaurant -- http://id.worldcat.org/fast/1095907"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
|NNN000752-001|||||||||||||||||||||||||||
|NNN000752-002|||||||||||||||||||||||||||
"7/19/2021 12:51"|NNN000753|"DSC_0301.Trip2.JPG; DSC_0302.Trip2.JPG; DSC_0306.Trip2.JPG"|"Slot World Casino double mounted sign, Carson City, Nevada"|"<p>The double mounted sign for Slot World at dusk with lit neon.</p>"|"Durham, Will"|XXXX|"Slot World"|"3879 US-50 E, Carson City, NV 89701"|"39.1793688, -119.7244152"|||lit|dusk|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Casinos -- http://id.worldcat.org/fast/848246"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
|NNN000753-001|||||||||||||||||||||||||||
|NNN000753-002|||||||||||||||||||||||||||
|NNN000753-003|||||||||||||||||||||||||||
"7/19/2021 12:54"|NNN000754|"DSC_0295.Trip2.JPG; DSC_0296.Trip2.JPG; DSC_0297.Trip2.JPG; DSC_0299.Trip2.JPG"|"Betsy's Big Kitchen flag mounted wall sign, Carson City, Nevada"|"<p>Views of the flag mounted wall sign for Betsy's Big Kitchen at dusk with lit neon. The restaurant is a part of the Slot World Casino.</p>"|"Durham, Will"|XXXX|"Betsy's Big Kitchen"|"3879 US-50 E, Carson City, NV 89701"|"39.1793688, -119.7244152"|||lit|dusk|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Casinos -- http://id.worldcat.org/fast/848246, Restaurant -- http://id.worldcat.org/fast/1095907"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
|NNN000754-001|||||||||||||||||||||||||||
|NNN000754-002|||||||||||||||||||||||||||
|NNN000754-003|||||||||||||||||||||||||||
|NNN000754-004|||||||||||||||||||||||||||
"7/19/2021 13:00"|NNN000755|DSC_0931.Trip2.JPG|"Stampede Motel flag mounted sign, Elko, Nevada"|"<p>The flag mounted sign for the Stampede Motel at night with lit neon.</p>"|"Durham, Will"|XXXX|"Stampede Motel"|"129 Idaho St, Elko, NV 89801"|"40.830101, -115.7667141"|||lit|night|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
|NNN000755-001|||||||||||||||||||||||||||
"7/19/2021 13:08"|NNN000756|"DSC_0436.Trip2.JPG; DSC_0437.Trip2.JPG; DSC_0440.Trip2.JPG"|"Stardust Lodge mounted sign, South Lake Tahoe, California"|"<p>View of the Stardust Lodge mounted sign during the day with lit neon.</p>"|"Durham, Will"|XXXX|"Stardust Lodge"|"4061 Lake Tahoe Blvd, South Lake Tahoe, CA 96150"|"38.9566955, -119.944353"|||lit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
|NNN000756-001|||||||||||||||||||||||||||
|NNN000756-002|||||||||||||||||||||||||||
|NNN000756-003|||||||||||||||||||||||||||
"7/19/2021 13:16"|NNN000757|"DSC_0808.Trip2.JPG; DSC_0809.Trip2.JPG; DSC_0817.Trip2.JPG"|"Stockmen's wall mounted signs, Elko, Nevada"|"<p>Views of the wall mounted signs for Stockmen's during the day with lit and unlit neon.</p>"|"Durham, Will"|XXXX|Stockmen's|"340 Commercial St, Elko, NV 89801"|"40.8306167, -115.7628276"|||"lit, unlit"|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Casinos -- http://id.worldcat.org/fast/848246, Hotels -- http://id.worldcat.org/fast/961767"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
|NNN000757-001|||||||||||||||||||||||||||
|NNN000757-002|||||||||||||||||||||||||||
|NNN000757-003|||||||||||||||||||||||||||
"7/21/2021 18:40"|NNN000758|"DSC_0635.Trip2.JPG; DSC_0636.Trip2.JPG; DSC_0637.Trip2.JPG; DSC_0638.Trip2.JPG; DSC_0754.Trip2.JPG; DSC_0755.Trip2.JPG"|"Sundance Casino wall mounted sign, Winnemucca, Nevada"|"<p>Views of the wall mounted sign for the Sundance Casino during the day and at night, including views of the flag mounted and marquee signs.</p>"|"Durham, Will"|XXXX|"Sundance Casino"|"33 W Winnemucca Blvd, Winnemucca, NV 89445"|"40.9731663, -117.7351235"|||"lit, unlit"|"day, night"|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Casinos -- http://id.worldcat.org/fast/848246"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
|NNN000758-001|||||||||||||||||||||||||||
|NNN000758-002|||||||||||||||||||||||||||
|NNN000758-003|||||||||||||||||||||||||||
|NNN000758-004|||||||||||||||||||||||||||
|NNN000758-005|||||||||||||||||||||||||||
|NNN000758-006|||||||||||||||||||||||||||
"7/21/2021 18:43"|NNN000759|"DSC_0639.Trip2.JPG; DSC_0640.Trip2.JPG; DSC_0643.Trip2.JPG; DSC_0646.Trip2.JPG"|"Sundance Casino flag mounted and marquee signs, Winnemucca, Nevada"|"<p>Views of the flag mounted and marquee signs for the Sundance Casino at night.</p>"|"Durham, Will"|XXXX|"Sundance Casino"|"33 W Winnemucca Blvd, Winnemucca, NV 89445"|"40.9731663, -117.7351235"|||lit|night|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Casinos -- http://id.worldcat.org/fast/848246"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
|NNN000759-001|||||||||||||||||||||||||||
|NNN000759-002|||||||||||||||||||||||||||
|NNN000759-003|||||||||||||||||||||||||||
|NNN000759-004|||||||||||||||||||||||||||
"7/21/2021 19:08"|NNN000760|"DSC_0399.Trip2.JPG; DSC_0400.Trip2.JPG; DSC_0401.Trip2.JPG; DSC_0403.Trip2.JPG; DSC_0404.Trip2.JPG; DSC_0405.Trip2.JPG; DSC_0645.Trip4.JPG; DSC_0647.Trip4.JPG; DSC_0648.Trip4.JPG"|"Sunset Motel double mounted, flag mounted, and wall mounted signs, Reno, Nevada"|"<p>View of the Sunset Motel during the day with unlit neon.</p>"|"Durham, Will"|XXXX|"Sunset Motel"|"2091 W 4th St, Reno, NV 89503"|"39.5235805, -119.8379028"|||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
|NNN000760-001|||||||||||||||||||||||||||
|NNN000760-002|||||||||||||||||||||||||||
|NNN000760-003|||||||||||||||||||||||||||
|NNN000760-004|||||||||||||||||||||||||||
|NNN000760-005|||||||||||||||||||||||||||
|NNN000760-006|||||||||||||||||||||||||||
|NNN000760-007|||||||||||||||||||||||||||
|NNN000760-008|||||||||||||||||||||||||||
|NNN000760-009|||||||||||||||||||||||||||
"7/21/2021 19:13"|NNN000761|"DSC_0711.Trip2.JPG; DSC_0712.Trip2.JPG"|"Taco Time wall mounted sign, Winnemucca, Nevada"|"<p>View of the wall mounted sign for Taco Time during the day with unlit neon. The business is permanently closed.</p>"|"Durham, Will"|XXXX|"Taco Time"|"1400 W Winnemucca Blvd, Winnemucca, NV 89445"|"40.9642556, -117.7444156"|||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Restaurant -- http://id.worldcat.org/fast/1095907"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
|NNN000761-001|||||||||||||||||||||||||||
|NNN000761-002|||||||||||||||||||||||||||
"7/21/2021 19:19"|NNN000762|DSC_0320.Trip2.JPG|"Tahoe Motel mounted sign, Reno, Nevada"|"<p>View of the Tahoe Motel mounted sign during the day.</p>"|"Durham, Will"|XXXX|"Tahoe Motel"|"1650 E 4th St, Reno, NV 89512"|"39.5333214, -119.7930328"|||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
|NNN000762-001|||||||||||||||||||||||||||
"7/21/2021 19:52"|NNN000763|DSC_0321.Trip2.JPG|"Tahoe Motel wall mounted signs, Reno, Nevada"|"<p>View of the wall mounted signs for the office of the Tahoe Motel.</p>"|"Durham, Will"|XXXX|"Tahoe Motel"|"1650 E 4th St, Reno, NV 89512"|"39.5333214, -119.7930328"|||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
|NNN000763-001|||||||||||||||||||||||||||
"7/21/2021 20:09"|NNN000764|"DSC_0905.Trip2.JPG; DSC_0907.Trip2.JPG; DSC_0090.Trip3.JPG; DSC_0095.Trip3.JPG"|"Telescope Lanes flag mounted sign, Elko, Nevada"|"<p>View of the flag mounted sign for the Telescope Lanes at night and during the day.</p>"|"Durham, Will"|XXXX|"Telescope Lanes"|"346 W Silver St, Elko, NV 89801"|"40.8300749, -115.7620036"|||"lit, unlit"|"day, night"|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
|NNN000764-001|||||||||||||||||||||||||||
|NNN000764-002|||||||||||||||||||||||||||
|NNN000764-003|||||||||||||||||||||||||||
|NNN000764-004|||||||||||||||||||||||||||
"7/21/2021 20:20"|NNN000765|DSC_0911.Trip2.JPG|"Blind Onion Pizza & Pub wall mounted sign, Elko, Nevada"|"<p>View of the wall mounted sign for the Blind Onion Pizza & Pub in Elko with lit neon.</p>"|"Durham, Will"|2009|"Blind Onion"|"346 W Silver St, Elko, NV 89801"|"40.8300749, -115.7620036"|||lit|night|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Bars (Drinking establishments) -- http://id.worldcat.org/fast/827779, Restaurant -- http://id.worldcat.org/fast/1095907"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
|NNN000765-001|||||||||||||||||||||||||||
"7/21/2021 20:35"|NNN000766|"DSC_0598.Trip2.JPG; DSC_0600.Trip2.JPG; DSC_0685.Trip2.JPG; DSC_0686.Trip2.JPG; DSC_0688.Trip2.JPG"|"The Griddle flag mounted sign, Winnemucca, Nevada"|"<p>Views of the mounted sign for The Griddle during the day and at night.</p>"|"Durham, Will"|XXXX|"The Griddle"|"460 W Winnemucca Blvd, Winnemucca, NV 89445"|"40.9702798, -117.7393748"|||"lit, unlit"|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Restaurant -- http://id.worldcat.org/fast/1095907"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
|NNN000766-001|||||||||||||||||||||||||||
|NNN000766-002|||||||||||||||||||||||||||
|NNN000766-003|||||||||||||||||||||||||||
|NNN000766-004|||||||||||||||||||||||||||
|NNN000766-005|||||||||||||||||||||||||||
"7/21/2021 20:43"|NNN000767|"DSC_0251.Trip2.JPG; DSC_0252.Trip2.JPG; DSC_0253.Trip2.JPG; DSC_0254.Trip2.JPG; DSC_0255.Trip2.JPG; DSC_0256.Trip2.JPG"|"The Lace flag mounted sign, Carson City, Nevada"|"<p>View of a sign for The Lace at dusk with unlit neon.</p>"|"Durham, Will"|XXXX||||||unlit|dusk|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
|NNN000767-001|||||||||||||||||||||||||||
|NNN000767-002|||||||||||||||||||||||||||
|NNN000767-003|||||||||||||||||||||||||||
|NNN000767-004|||||||||||||||||||||||||||
|NNN000767-005|||||||||||||||||||||||||||
|NNN000767-006|||||||||||||||||||||||||||
"7/22/2021 18:39"|NNN000768|"DSC_0725.Trip2.JPG; DSC_0728.Trip2.JPG; DSC_0586.Trip2.JPG; DSC_0590.Trip2.JPG; DSC_0591.Trip2.JPG"|"The Pig BBQ & Pub wall mounted signs, Winnemucca, Nevada"|"<p>Views of the wall mounted signs for The Pig during the day and at night.</p>"|"Durham, Will"|XXXX|"The Pig"|"1139 W Winnemucca Blvd, Winnemucca, NV 89445"|"40.9645335, -117.7432528"|||"lit, unlit"|"day, night"|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Bars (Drinking establishments) -- http://id.worldcat.org/fast/827779, Restaurant -- http://id.worldcat.org/fast/1095907"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
|NNN000768-001|||||||||||||||||||||||||||
|NNN000768-002|||||||||||||||||||||||||||
|NNN000768-003|||||||||||||||||||||||||||
|NNN000768-004|||||||||||||||||||||||||||
|NNN000768-005|||||||||||||||||||||||||||
"7/22/2021 18:41"|NNN000769|"DSC_0730.Trip2.JPG; DSC_0584.Trip2.JPG"|"The Pig BBQ & Bar wall mounted signs, Winnemucca, Nevada"|"<p>Views of the wall mounted sign for The Pig during the day and at night.</p>"|"Durham, Will"|XXXX|"The Pig"|"1139 W Winnemucca Blvd, Winnemucca, NV 89445"|"40.9645335, -117.7432528"|||"lit, unlit"|"day, night"|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Bars (Drinking establishments) -- http://id.worldcat.org/fast/827779, Restaurant -- http://id.worldcat.org/fast/1095907"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
|NNN000769-001|||||||||||||||||||||||||||
|NNN000769-002|||||||||||||||||||||||||||
"7/22/2021 18:50"|NNN000770|DSC_0046.Trip2.JPG|"The Point Night Club roof mounted sign, Reno, Nevada"|"<p>View of the roof mounted sign for The Point during the day.</p>"|"Durham, Will"|XXXX|"The Point"|"1601 S Virginia St, Reno, NV 89502"|"39.5082623, -119.8047286"|||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Nightclub -- http://id.worldcat.org/fast/1037674"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
|NNN000770-001|||||||||||||||||||||||||||
"7/22/2021 18:52"|NNN000771|DSC_0044.Trip2.JPG|"The Point Night Club wall mounted sign, Reno, Nevada"|"<p>View of the wall mounted sign for the entrance of The Point during the day.</p>"|"Durham, Will"|XXXX|"The Point"|"601 S Virginia St, Reno, NV 89502"|"39.5190761, -119.8102389"|||unlit|day|"Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Nightclub -- http://id.worldcat.org/fast/1037674"||https://creativecommons.org/licenses/by/4.0/|image/jpeg|image|"Digitized materials: physical originals are not held by UNLV Special Collections and Archives"|"Northern Nevada Neon"|"(TBD by UNLV)"|"(TBD by UNLV)"|"University of Nevada, Las Vegas University Libraries"||Exterior|||2016~/2020~
|NNN000771-001|||||||||||||||||||||||||||
