timestamp|did-unr|unr-file-name|unr-title|unr-desc|creator|date-inst|site-name|site-address|lat-lon|sign-manf|sign-owner|lit-unlit|time-day|subj-fast|print-pub|rights|format|dcmi|prov|proj-name|unr-cit|corr-guide|dig-pub|contrib|int-ext|blank-1|staff-notes|date-img|blank-2|title-code|title-full
|pho003898|||||||||||unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838 |||||||||||Exterior|||1986|||
|pho003899|||||||||||unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838 |||||||||||Exterior|||1986|||
|pho003900|||||||||||unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838 |||||||||||Exterior|||1986|||
|pho003901|||||||||||unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838 |||||||||||Exterior|||1986|||
|pho003902|||||||||||unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838 |||||||||||Exterior|||1986|||
|pho003903|||||||||||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838 |||||||||||Exterior|||1986|||
|pho003904|||||||||||unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838 |||||||||||Exterior|||1986|||
|pho003905|||||||||||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838 |||||||||||Exterior|||1986|||
|pho003906|||||||||||unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838 |||||||||||Exterior|||1986|||
|pho003907|||||||||||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838 |||||||||||Exterior|||1986|||
|pho003908|||||||||||unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838 |||||||||||Exterior|||1986|||
|pho003909|||||||||||unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Restaurant -- http://id.worldcat.org/fast/1095907|||||||||||Exterior|||1986|||
|pho003910|||||||||||unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Restaurant -- http://id.worldcat.org/fast/1095907|||||||||||Exterior|||1986|||
|pho003911|||||||||||unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838 |||||||||||Exterior|||1986|||
|pho003912|||||||||||unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838 |||||||||||Exterior|||1986|||
|pho003913|||||||||||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838 |||||||||||Exterior|||1986|||
|pho003914|||||||||||unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838 |||||||||||Exterior|||1986|||
|pho003915|||||||||||unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838 |||||||||||Exterior|||1986|||
|pho003916|||||||||||unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838 |||||||||||Exterior|||1986|||
|pho003917|||||||||||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838 |||||||||||Exterior|||1986|||
|pho003918|||||||||||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838 |||||||||||Exterior|||1986|||
|pho003919|||||||||||unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Motels -- Restaurant – http://id.worldcat.org/fast/1095907, Bars (Drinking establishments) -- http://id.worldcat.org/fast/827779|||||||||||Exterior|||1986|||
|pho003920|||||||||||unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838 |||||||||||Exterior|||1986|||
|pho003921|||||||||||unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838 |||||||||||Exterior|||1986|||
|pho003922|||||||||||unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838 |||||||||||Exterior|||1986|||
|pho003923|||||||||||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838 |||||||||||Exterior|||1986|||
|pho003924|||||||||||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Bars (Drinking establishments) -- http://id.worldcat.org/fast/827779|||||||||||Exterior|||1986|||
|pho003925|||||||||||unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838 |||||||||||Exterior|||1986|||
|pho003926|||||||||||unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838 |||||||||||Exterior|||1986|||
|pho003927|||||||||||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838 |||||||||||Exterior|||1986|||
|pho003928|||||||||||unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838 |||||||||||Exterior|||1986|||
|pho003929|||||||||||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838 |||||||||||Exterior|||1986|||
|pho003930|||||||||||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Bars (Drinking establishments) -- http://id.worldcat.org/fast/827779|||||||||||Exterior|||1986|||
|pho003931|||||||||||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838 |||||||||||Exterior|||1986|||
|pho003932|||||||||||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Hotels -- http://id.worldcat.org/fast/961767|||||||||||Exterior|||1986|||
|pho003933|||||||||||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Hotels -- http://id.worldcat.org/fast/961767|||||||||||Exterior|||1986|||
|pho003934|||||||||||unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838 |||||||||||Exterior|||1986|||
|pho003935|||||||||||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838 |||||||||||Exterior|||1986|||
|pho003936|||||||||||unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838 |||||||||||Exterior|||1986|||
|pho003937|||||||||||unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838 |||||||||||Exterior|||1986|||
|pho003938|||||||||||unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838 |||||||||||Exterior|||1986|||
|pho003939|||||||||||unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838 |||||||||||Exterior|||1986|||
|pho003940|||||||||||lit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Bars (Drinking establishments) -- http://id.worldcat.org/fast/827779|||||||||||Exterior|||1986|||
|pho003941|||||||||||unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838 |||||||||||Exterior|||1986|||
|pho003942|||||||||||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838 |||||||||||Exterior|||1986|||
|pho003943|||||||||||lit,unlit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838 |||||||||||Exterior|||1986|||
|pho003944|||||||||||lit, unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838 |||||||||||Exterior|||1986|||
|pho003945|||||||||||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838 |||||||||||Exterior|||1986|||
|pho003946|||||||||||unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838 |||||||||||Exterior|||1986|||
|pho003947|||||||||||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838 |||||||||||Exterior|||1986|||
|pho003948|||||||||||unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838 |||||||||||Exterior|||1986|||
|pho003949|||||||||||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838 |||||||||||Exterior|||1986|||
|pho003950|||||||||||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838 |||||||||||Exterior|||1986|||
|pho003951|||||||||||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838 |||||||||||Exterior|||1986|||
|pho003952|||||||||||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838 |||||||||||Exterior|||1986|||
|pho003953|||||||||||unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838 |||||||||||Exterior|||1986|||
|pho003954|||||||||||unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Motels – http://id.worldcat.org/fast/1026838, Casinos -- http://id.worldcat.org/fast/848246|||||||||||Exterior|||1986|||
|pho003955|||||||||||lit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838 |||||||||||Exterior|||1986|||
|pho003956|||||||||||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Hotels -- http://id.worldcat.org/fast/961767 |||||||||||Exterior|||1986|||
|pho003957|||||||||||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Hotels -- http://id.worldcat.org/fast/961767 |||||||||||Exterior|||1986|||
|pho003958|||||||||||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838 |||||||||||Exterior|||1986|||
|pho003959|||||||||||unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838 |||||||||||Exterior|||1986|||
|pho003960|||||||||||unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838 |||||||||||Exterior|||1986|||
|pho003961|||||||||||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Bars (Drinking establishments) -- http://id.worldcat.org/fast/827779|||||||||||Exterior|||1986|||
|pho003962|||||||||||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Bars (Drinking establishments) -- http://id.worldcat.org/fast/827779|||||||||||Exterior|||1986|||
|pho003963|||||||||||unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838 |||||||||||Exterior|||1986|||
|pho003964|||||||||||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838 |||||||||||Exterior|||1986|||
|pho003965|||||||||||lit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838 |||||||||||Exterior|||1986|||
|pho003966|||||||||||lit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838 |||||||||||Exterior|||1986|||
|pho003967|||||||||||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Hotels -- http://id.worldcat.org/fast/961767 |||||||||||Exterior|||1986|||
|pho003968|||||||||||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Hotels -- http://id.worldcat.org/fast/961767 |||||||||||Exterior|||1986|||
|pho003969|||||||||||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Hotels -- http://id.worldcat.org/fast/961767 |||||||||||Exterior|||1986|||
|pho003970||||||||39.528030, -119.811410|||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829,  Restaurant – http://id.worldcat.org/fast/1095907, Hotels -- http://id.worldcat.org/fast/961767|||||||||||Exterior|||1986|||
|pho003971|||||||||||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829,  Restaurant -- http://id.worldcat.org/fast/1095907 |||||||||||Exterior|||1986|||
|pho003972|||||||||||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838 |||||||||||Exterior|||1986|||
|pho003973|||||||||||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Pawnbroking – http://id.worldcat.org/fast/1055651  |||||||||||Exterior|||1986|||
|pho003974|||||||||||unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Hotels -- http://id.worldcat.org/fast/961767|||||||||||Exterior|||1986|||
|pho003975|||||||||||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Bars (Drinking establishments) -- http://id.worldcat.org/fast/827779|||||||||||Exterior|||1986|||
|pho003976|||||||||||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Bars (Drinking establishments) -- http://id.worldcat.org/fast/827779|||||||||||Exterior|||1986|||
|pho003977|||||||||||unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Bars (Drinking establishments) -- http://id.worldcat.org/fast/827779|||||||||||Exterior|||1986|||
|pho003978|||||||||||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Bars (Drinking establishments) -- http://id.worldcat.org/fast/827779|||||||||||Exterior|||1986|||
|pho003979|||||||||||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Bars (Drinking establishments) -- http://id.worldcat.org/fast/827779|||||||||||Exterior|||1986|||
|pho003980|||||||||||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838 |||||||||||Exterior|||1986|||
|pho003981|||||||||||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838 |||||||||||Exterior|||1986|||
|pho003982|||||||||||lit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829,  Restaurant -- http://id.worldcat.org/fast/1095907 |||||||||||Exterior|||1986|||
|pho003983|||||||||||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Bars (Drinking establishments) -- http://id.worldcat.org/fast/827779 |||||||||||Exterior|||1986|||
|pho003984|||||||||||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Hotels -- http://id.worldcat.org/fast/961767 |||||||||||Exterior|||1986|||
|pho003985|||||||||||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Bars (Drinking establishments) -- http://id.worldcat.org/fast/827779 |||||||||||Exterior|||1986|||
|pho003986|||||||||||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Bars (Drinking establishments) -- http://id.worldcat.org/fast/827779 |||||||||||Exterior|||1986|||
|pho003987|||||||||||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Bars (Drinking establishments) -- http://id.worldcat.org/fast/827779 |||||||||||Exterior|||1986|||
|pho003988|||||||||||unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829|||||||||||Exterior|||1986|||
|pho003989|||||||||||unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829|||||||||||Exterior|||1986|||
|pho003990|||||||||||unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829|||||||||||Exterior|||1986|||
|pho003991|||||||||||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Hotels -- http://id.worldcat.org/fast/961767|||||||||||Exterior|||1986|||
|pho003992||||||||38.9603, -119.9424|||lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture – http://id.worldcat.org/fast/1035829, Casinos – http://id.worldcat.org/fast/848246 |||||||||||Exterior|||1980,1981,1982,1983,1984,1985|||
|pho003993|||||||||||lit||Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829|||||||||||Interior|||1986|||
